date,Bitcoin Address_unscaled,Bitcoin Address_monthly,isPartial,scale,Bitcoin Address
2023-08-21,66,69.0,,0.69,45.54
2023-08-22,43,69.0,,0.69,29.669999999999998
2023-08-23,38,69.0,,0.69,26.22
2023-08-24,73,69.0,,0.69,50.37
2023-08-25,39,69.0,,0.69,26.909999999999997
2023-08-26,61,69.0,,0.69,42.089999999999996
2023-08-27,58,86.0,False,0.86,49.88
2023-08-28,75,86.0,,0.86,64.5
2023-08-29,67,86.0,,0.86,57.62
2023-08-30,99,86.0,,0.86,85.14
2023-08-31,65,86.0,,0.86,55.9
2023-09-01,74,86.0,,0.86,63.64
2023-09-02,78,86.0,,0.86,67.08
2023-09-03,51,65.0,False,0.65,33.15
2023-09-04,82,65.0,,0.65,53.300000000000004
2023-09-05,17,65.0,,0.65,11.05
2023-09-06,41,65.0,,0.65,26.650000000000002
2023-09-07,0,65.0,,0.65,0.0
2023-09-08,56,65.0,,0.65,36.4
2023-09-09,51,65.0,,0.65,33.15
2023-09-10,27,60.0,False,0.6,16.2
2023-09-11,77,60.0,,0.6,46.199999999999996
2023-09-12,47,60.0,,0.6,28.2
2023-09-13,35,60.0,,0.6,21.0
2023-09-14,100,60.0,,0.6,60.0
2023-09-15,67,60.0,,0.6,40.199999999999996
2023-09-16,45,60.0,,0.6,27.0
2023-09-17,41,66.0,False,0.66,27.060000000000002
2023-09-18,46,66.0,,0.66,30.360000000000003
2023-09-19,56,66.0,,0.66,36.96
2023-09-20,45,66.0,,0.66,29.700000000000003
2023-09-21,69,66.0,,0.66,45.54
2023-09-22,88,66.0,,0.66,58.080000000000005
2023-09-23,35,66.0,,0.66,23.1
2023-09-24,45,62.0,False,0.62,27.9
2023-09-25,79,62.0,,0.62,48.98
2023-09-26,57,62.0,,0.62,35.339999999999996
2023-09-27,43,62.0,,0.62,26.66
2023-09-28,25,62.0,,0.62,15.5
2023-09-29,28,62.0,,0.62,17.36
2023-09-30,99,62.0,,0.62,61.38
2023-10-01,70,62.0,False,0.62,43.4
2023-10-02,51,62.0,,0.62,31.62
2023-10-03,53,62.0,,0.62,32.86
2023-10-04,54,62.0,,0.62,33.48
2023-10-05,42,62.0,,0.62,26.04
2023-10-06,27,62.0,,0.62,16.74
2023-10-07,37,62.0,,0.62,22.94
2023-10-08,36,71.0,False,0.71,25.56
2023-10-09,19,71.0,,0.71,13.489999999999998
2023-10-10,64,71.0,,0.71,45.44
2023-10-11,21,71.0,,0.71,14.91
2023-10-12,60,71.0,,0.71,42.599999999999994
2023-10-13,24,71.0,,0.71,17.04
2023-10-14,36,71.0,,0.71,25.56
2023-10-15,71,95.0,False,0.95,67.45
2023-10-16,71,95.0,,0.95,67.45
2023-10-17,59,95.0,,0.95,56.05
2023-10-18,55,95.0,,0.95,52.25
2023-10-19,60,95.0,,0.95,57.0
2023-10-20,30,95.0,,0.95,28.5
2023-10-21,75,95.0,,0.95,71.25
2023-10-22,78,86.0,False,0.86,67.08
2023-10-23,54,86.0,,0.86,46.44
2023-10-24,65,86.0,,0.86,55.9
2023-10-25,52,86.0,,0.86,44.72
2023-10-26,54,86.0,,0.86,46.44
2023-10-27,86,86.0,,0.86,73.96
2023-10-28,51,86.0,,0.86,43.86
2023-10-29,100,77.0,False,0.77,77.0
2023-10-30,25,77.0,,0.77,19.25
2023-10-31,49,77.0,,0.77,37.730000000000004
2023-11-01,69,77.0,,0.77,53.13
2023-11-02,81,77.0,,0.77,62.370000000000005
2023-11-03,49,77.0,,0.77,37.730000000000004
2023-11-04,50,77.0,,0.77,38.5
2023-11-05,63,72.0,False,0.72,45.36
2023-11-06,47,72.0,,0.72,33.839999999999996
2023-11-07,59,72.0,,0.72,42.48
2023-11-08,57,72.0,,0.72,41.04
2023-11-09,71,72.0,,0.72,51.12
2023-11-10,43,72.0,,0.72,30.959999999999997
2023-11-11,100,72.0,,0.72,72.0
2023-11-12,34,84.0,False,0.84,28.56
2023-11-13,82,84.0,,0.84,68.88
2023-11-14,97,84.0,,0.84,81.48
2023-11-15,62,84.0,,0.84,52.08
2023-11-16,56,84.0,,0.84,47.04
2023-11-17,66,84.0,,0.84,55.44
2023-11-18,58,84.0,,0.84,48.72
2023-11-19,46,68.0,False,0.68,31.28
2023-11-20,58,68.0,,0.68,39.440000000000005
2023-11-21,63,68.0,,0.68,42.84
2023-11-22,72,68.0,,0.68,48.96
2023-11-23,59,68.0,,0.68,40.120000000000005
2023-11-24,82,68.0,,0.68,55.760000000000005
2023-11-25,69,68.0,,0.68,46.92
2023-11-26,64,67.0,False,0.67,42.88
2023-11-27,69,67.0,,0.67,46.230000000000004
2023-11-28,61,67.0,,0.67,40.870000000000005
2023-11-29,45,67.0,,0.67,30.150000000000002
2023-11-30,41,67.0,,0.67,27.470000000000002
2023-12-01,67,67.0,,0.67,44.89
2023-12-02,66,67.0,,0.67,44.220000000000006
2023-12-03,70,67.0,False,0.67,46.900000000000006
2023-12-04,54,67.0,,0.67,36.18
2023-12-05,48,67.0,,0.67,32.160000000000004
2023-12-06,55,67.0,,0.67,36.85
2023-12-07,64,67.0,,0.67,42.88
2023-12-08,57,67.0,,0.67,38.190000000000005
2023-12-09,67,67.0,,0.67,44.89
2023-12-10,87,78.0,False,0.78,67.86
2023-12-11,98,78.0,,0.78,76.44
2023-12-12,100,78.0,,0.78,78.0
2023-12-13,30,78.0,,0.78,23.400000000000002
2023-12-14,57,78.0,,0.78,44.46
2023-12-15,53,78.0,,0.78,41.34
2023-12-16,50,78.0,,0.78,39.0
2023-12-17,42,62.0,False,0.62,26.04
2023-12-18,62,62.0,,0.62,38.44
2023-12-19,51,62.0,,0.62,31.62
2023-12-20,82,62.0,,0.62,50.839999999999996
2023-12-21,48,62.0,,0.62,29.759999999999998
2023-12-22,51,62.0,,0.62,31.62
2023-12-23,28,62.0,,0.62,17.36
2023-12-24,30,59.0,False,0.59,17.7
2023-12-25,0,59.0,,0.59,0.0
2023-12-26,64,59.0,,0.59,37.76
2023-12-27,72,59.0,,0.59,42.48
2023-12-28,63,59.0,,0.59,37.169999999999995
2023-12-29,49,59.0,,0.59,28.91
2023-12-30,44,59.0,,0.59,25.959999999999997
2023-12-31,63,58.0,False,0.58,36.54
2024-01-01,30,58.0,,0.58,17.4
2024-01-02,43,58.0,,0.58,24.939999999999998
2024-01-03,77,58.0,,0.58,44.66
2024-01-04,43,58.0,,0.58,24.939999999999998
2024-01-05,24,58.0,,0.58,13.919999999999998
2024-01-06,52,58.0,,0.58,30.159999999999997
2024-01-07,100,80.0,False,0.8,80.0
2024-01-08,52,80.0,,0.8,41.6
2024-01-09,58,80.0,,0.8,46.400000000000006
2024-01-10,79,80.0,,0.8,63.2
2024-01-11,59,80.0,,0.8,47.2
2024-01-12,16,80.0,,0.8,12.8
2024-01-13,26,80.0,,0.8,20.8
2024-01-14,38,62.0,False,0.62,23.56
2024-01-15,28,62.0,,0.62,17.36
2024-01-16,43,62.0,,0.62,26.66
2024-01-17,52,62.0,,0.62,32.24
2024-01-18,41,62.0,,0.62,25.419999999999998
2024-01-19,41,62.0,,0.62,25.419999999999998
2024-01-20,44,62.0,,0.62,27.28
2024-01-21,37,59.0,False,0.59,21.83
2024-01-22,67,59.0,,0.59,39.53
2024-01-23,52,59.0,,0.59,30.68
2024-01-24,10,59.0,,0.59,5.8999999999999995
2024-01-25,37,59.0,,0.59,21.83
2024-01-26,37,59.0,,0.59,21.83
2024-01-27,53,59.0,,0.59,31.27
2024-01-28,14,57.0,True,0.57,7.9799999999999995
2024-01-29,37,57.0,,0.57,21.09
2024-01-30,23,57.0,,0.57,13.11
2024-01-31,71,57.0,,0.57,40.47
